Date,Location,Sand,Turf,Crustose_Coralline_Algae_or_Bare_Space,Stony_Coral,Soft_Coral,Macroalgae,Acanthastrea,Acropora,Astreopora,Cyphastrea,Favia,Fungia,Gardinoseris,Herpolitha,Leptastrea,Leptoseris,Lobophyllia,Montastrea,Montipora,Pachyseris,Pavona,Pocillopora,Porites,Psammocora,Sandolitha,Stylocoeniella,Tubastrea,Millepora
2008-04,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 2,34,14.5,18.5,28,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,10.5,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 3,42.5,8.5,2.5,43.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0.5,0,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 4,44,16.5,8.5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 5,53.8,7,17.6,17.6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,7,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 6,79.4,6,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 7,30,4,51,12.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,1,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 3-4 Quadrat 8,40.5,5,21.5,31.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,26.5,0,0,0,5,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 1,49,15.5,7,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 2,80.5,2,0.5,15.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 3,74.5,7.5,7,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1.5,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 4,33.7,9.5,21.6,33.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,26.6,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 5,10.5,38.5,7.5,42.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4.5,0,6,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 6,22.5,7,52.5,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,3.5,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 7,54.5,9.5,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 4-5 Quadrat 8,23.5,14.5,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,4,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 1,86.5,5.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 2,30,5,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,0,0,0,7.5,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 3,10,26.5,11,48.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39.5,0,0,0,9,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 4,8.5,1,14.5,70,0,6,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,6,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 5,11.5,14.5,14.5,57.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,46.5,0,0,0,11,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 6,35,5,29.5,30,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 7,47.5,7.5,19.5,22.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,1,0,0,0,0,0
2008-04,LTER 4 Fringing Reef Coral Transect Pole 5-6 Quadrat 8,5.5,0,57.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,6,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,7.8,0,60.1,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.2,0,0,24.4,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,0,1,37,51,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,47.5,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,0,16.1,37.2,44.7,0,2,0,0,0,0,0,0,0,0,6.5,0,0,3,7,0,0,28.1,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,0.5,4,52,37.5,0,6,0,8.5,0,0,0,0,0,0,1.5,0,0,0,1.5,0,0.5,16,9.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,0,9.5,49.5,38.5,0,2.5,0,1.5,0,0,0,0,0,0,0,0,0,1.5,0,0,0,35.5,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,0,5.1,28.8,65.7,0,0.5,0,8.6,0,0,0,0,0,0,0,0,0,0,25.3,0,2.5,28.8,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,0,1.5,65.5,31.5,0,1.5,0,0,0,0,0,0,1.5,0,0,0,0,1.5,10,0,0,15,3.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,0,5.5,66,26.5,0,2,0,4,0,0,0,0,0,0,0,0,0,0.5,0,0,0,12,10,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,1,1,38.4,58.1,0,1.5,0,21.2,0,0,0,0,0,0,1.5,0,0,1,0,0,0.5,33.8,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,0,0,78,20.5,0,1.5,0,0,0,0,1,0,0,0,3,0,0,2,9.5,0,1,2.5,1.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,0.5,5.5,66.5,27,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,26,0,0,0,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,0.5,1.5,49.7,28.1,0,20.1,0,3,0,0,0,0,2,0,0,0,0,0,0.5,0,0,22.6,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,0,0.5,43.2,35.7,0,20.6,0,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,0,0.5,41.7,54.2,0,3.6,0,1,0.5,0,0,0,0.5,0,0,0,0,0.5,4.7,0,1,40.6,5.2,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,0,0,47.2,46.2,0,6.6,0,3,0,0,0,0,0,0,0,0,0,1,0.5,0,1,40.6,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,0,0,92.9,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,1,1,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,0,1,34.5,58,0,6.5,0,9.5,0,0,0,0,0,0,0.5,0,0,1.5,0,0,0,43.5,3,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,4.5,0,66.5,26.5,0,2.5,0,8,0,0,0,0,0,0,0,0,0,1.5,0,0,2,15,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,3.5,0,72.5,23.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,11.5,0,2,9.5,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,0,0,73,27,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,16,0,0,9.5,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,1,8.6,51.3,21.3,0,11.2,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,3,12.2,0,0,0,0,0,6.6
2008-04,LTER 4 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,1,7,57.5,26,0,4,0,6.5,0,0,0,0,0,0,0,0,0,3.5,2,0,0.5,13.5,0,0,0,0,0,4.5
2008-04,LTER 4 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,0,0,83.5,13,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,0.5,8,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,0,2.5,30,10.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,3.5,0,0,0,0,0,57
2008-04,LTER 4 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,0,2.5,24.5,14,0,1,0,4.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,9,0,0,0,0,0,58
2008-04,LTER 4 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,0,7,31.5,45.5,0,16,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,0,2.5,35.5,39,0,23,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,0,1,66,32.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.5,29,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,0,4,77.5,18.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0.5,0,2,10.5,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,0,0.5,43,56.5,0,0,0,8,0,0.5,0,0,0,0,0,0,0,2.5,1.5,0,0,44,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,0,0,73.3,17.4,0,9.2,0,4.6,0,0,0,0,0,0,0,0,0,0,2.1,0,0,8.7,2.1,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,0,3.5,26.5,39,0,31,0,6.5,0,0,0,0,0.5,0,4.5,0,0,0,4.5,0,0,23,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,0,2,56,40,0,2,0,7,0,0,0,0,0,0,0,0,0,1.5,6,0,3.5,21,1,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,0,9.5,52.5,23.5,0,14.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,22,0,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,0,6,68.5,22.5,0,3,1,8,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,9.5,3,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,0,9.5,68.5,21.5,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,1.5,6,0,0.5,9.5,2.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,0,2.5,64.5,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2.5,3,1.5,0,0,0,0,0
2008-04,LTER 4 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,0,3,60,34,0,3,0,9.5,0,0,0,0,0,0,0.5,0,0,2,5.5,0,0,16,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 1-2 Quadrat 1,4.5,11,78,0.5,0,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 1-2 Quadrat 2,6.5,18,64,6.5,0,5,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1,2,2,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 1-2 Quadrat 3,6.6,20.2,66.2,1,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 1-2 Quadrat 4,0,0.5,23,74,0,2.6,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 1-2 Quadrat 5,2.5,5.6,65.5,14.7,0,11.7,0,8.1,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,5.6,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 1-2 Quadrat 6,17,4.5,71,4,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 1-2 Quadrat 7,11.5,11.5,72,2,0,3,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 1-2 Quadrat 8,8.6,2.5,85.9,2.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 1,0,15.6,46.7,33.7,0,3.5,0,3,0,0,0,0,0,0,1.5,0,0,0,1,0,0.5,27.1,0,0,0,0.5,0,0.5
2008-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 2,0.5,1,57.5,8,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,7.5,0,0,0,0,0,10.5
2008-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 3,13.6,2.5,57.8,12.1,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,11.6,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 4,0,5.5,39,27,0,28.5,0,1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,24,1,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 5,11.5,1.5,68,17,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,9,5.5,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 6,4,0,94.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 7,1,6,84.5,6,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.5,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 2-3 Quadrat 8,0,9.1,56.3,25.9,0,8.6,0.5,3.6,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,17.3,3,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 1,1.5,8.1,61.1,21.2,0,8.1,0,0.5,0,0,0,0.5,0,0,0,0,0,1.5,0.5,0,1,16.7,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 2,9.7,13.3,70.8,1,0,5.1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 3,0,8.8,47.9,30.4,0,12.9,0,14.4,0,0,0,0,0,0,0,0,0,1,0.5,0,0,14.4,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 4,0,8.5,43.5,33,0,15,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 5,0,10,53,21.5,0,15.5,0,1,0,0,0,0,0.5,0,0,0,0,0.5,5,0,2.5,11,1,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 6,0,19.5,55.5,16.5,5.5,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0.5,0,1,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 3-4 Quadrat 7,7.6,3.5,80.8,6.1,0,2,0,0.5,0,0,0,0,0.5,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 1,0,13.1,31.8,46.5,1,7.6,0,6.1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,37.4,2,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 2,0,21,51,22.5,0,5.5,0,3.5,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,15,2,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 3,0,2.5,29.8,64.6,0,3,0,7.1,0,0,0,2.5,0,0,0,0,0,0.5,0.5,0,2.5,51.5,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 4,0,0,32,66,0,2.1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 5,7,3.5,71,17,0,1.5,0,0,0,0,0,0,0,0,2.5,0,0,2,2,0,0.5,7.5,2,0,0,0.5,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 6,3,16.7,60.1,7.1,0,13.1,0,0.5,0,0,0,0,0.5,0,0,0,0,0,1,0,0,3.5,1.5,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 7,1.6,30.6,30.1,22,0,15.6,0,0,0,0,0,1.1,0,0,0,0,0,2.2,0.5,0,0.5,17.7,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 8,3,16.7,47.5,26.8,0,6.1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,1.5,0,0,23.2,1,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 1,2.5,29.5,53,7.5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 2,1,19.2,46.1,25.4,0,8.3,0,2.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,22.3,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 3,6.2,9.2,56.4,23.6,0,4.6,0,0,0,0,0,0,0,0,0,0,0,2.1,2.1,0,1,9.7,8.7,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 4,0,20,49,15.5,0,15.5,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,9.5,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 5,0,19,58,11.5,0,11.5,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,8.5,0.5,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 6,4.5,37.7,36.7,9,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,5,3,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 7,1,40.6,36,11.2,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1.5,8.6,0,0,0,0,0,0
2008-04,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 8,4.1,13.3,41.3,31.6,0,9.7,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,1.5,29.1,0,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 1,6.5,1,1,90,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 2,29.8,2.5,3.5,64.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.1,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 3,18.6,22.6,12.6,41.7,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 4,6.5,48,6,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 5,0,48.4,1.6,48.4,0,1.6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,32.3,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 6,1,67,3.6,28.4,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2.6,0,0,4.1,21.1,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 7,25.5,47.5,4,19.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,17.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 8,1.5,0.5,10.5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 1,23.5,11.5,2.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 2,45.4,34,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 3,91,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 4,37.1,40.2,19.6,2.6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 5,58.2,16.9,1.6,22.8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 6,68.5,12.2,2.5,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 7,41.9,15.6,19.4,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 1,25,0,1.5,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 3,9.1,0,3.5,87.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 4,7.5,1,24,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 5,20.5,0,16,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 6,0.5,0,10,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 7,0,0.5,0,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 1,0,1,44,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 2,3,0.5,0.5,94.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 3,16,0,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.5,0,48,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 4,12.1,3,41.7,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,34.7,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 5,40,9.5,7,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,43,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 6,33,2,5.5,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 7,78.8,15.2,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0
2008-04,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 8,59,30.5,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
