Taxonomy,Year,Date,Start,End,Location,Site,Habitat,Transect,Swath,Family.x,Count,Total_Length,Length_Anomaly,Biomass,Coarse_Trophic,Fine_Trophic,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver,Family.y,Trophic.group,Functional.group
Ctenochaetus striatus,2009,8/1/09,19:20,20:05,LTER 4 Fringing Reef Fish Transect 2 Swath 5 m,4,FR,2,5,Acanthuridae,1,50,0,2.15,Primary Consumer,Herbivore/Detritivore,5,1,0,0.5,23.75,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/22/08,21:00,21:30,LTER 4 Backreef Fish Transect 1 Swath 5 m,4,BA,1,5,Acanthuridae,1,40,0,1.08,Primary Consumer,Herbivore/Detritivore,40,2,0,0,37,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,7/30/12,19:25,20:35,LTER 5 Forereef Fish Transect 1 Swath 5 m,5,FO,1,5,Acanthuridae,3,100,0,53.9,Primary Consumer,Herbivore/Detritivore,50,0,0,1,34.5,2.5,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,8/1/12,18:55,19:40,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,9,160,0,681.6,Primary Consumer,Herbivore/Detritivore,35,0,0,0,16.6,0,JN,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/12/06,1:20,2:15,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,6,45,0,9.33,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/4/09,21:30,22:45,LTER 1 Forereef Fish Transect 2 Swath 5 m,1,FO,2,5,Acanthuridae,22,70,0,132.44,Primary Consumer,Herbivore/Detritivore,85,1,0,1,33,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/21/08,20:30,21:15,LTER 2 Fringing Reef Fish Transect 1 Swath 5 m,2,FR,1,5,Acanthuridae,9,70,0,54.18,Primary Consumer,Herbivore/Detritivore,10,1,0,0,16,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,8/1/12,18:55,19:40,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,7,40,0,7.59,Primary Consumer,Herbivore/Detritivore,35,0,0,0,16.6,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,8/1/12,18:55,19:40,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,4,60,0,15.02,Primary Consumer,Herbivore/Detritivore,35,0,0,0,16.6,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,8/1/12,18:55,19:40,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,4,90,0,52,Primary Consumer,Herbivore/Detritivore,35,0,0,0,16.6,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/12/07,21:45,22:25,LTER 6 Fringing Reef Fish Transect 2 Swath 5 m,6,FR,2,5,Acanthuridae,9,130,0,360.8,Primary Consumer,Herbivore/Detritivore,80,1,1,0,13,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2010,8/2/10,23:15,23:59,LTER 5 Backreef Fish Transect 1 Swath 5 m,5,BA,1,5,Acanthuridae,4,110,0,96.1,Primary Consumer,Herbivore/Detritivore,20,2,0,0,29,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/26/08,19:00,20:25,LTER 2 Forereef Fish Transect 3 Swath 5 m,2,FO,3,5,Acanthuridae,5,150,0,310.7,Primary Consumer,Herbivore/Detritivore,15,2,0,1,28,0,YR,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2010,8/1/10,21:50,22:45,LTER 3 Fringing Reef Fish Transect 1 Swath 5 m,3,FR,1,5,Acanthuridae,1,130,0,40.1,Primary Consumer,Herbivore/Detritivore,10,4,2,1,24,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,8/1/12,18:55,19:40,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,2,150,0,124.3,Primary Consumer,Herbivore/Detritivore,35,0,0,0,16.6,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/2/09,20:45,21:20,LTER 6 Backreef Fish Transect 2 Swath 5 m,6,BA,2,5,Acanthuridae,4,170,0,364.8,Primary Consumer,Herbivore/Detritivore,25,1,0,0,26.7,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2010,8/2/10,23:15,23:59,LTER 5 Backreef Fish Transect 1 Swath 5 m,5,BA,1,5,Acanthuridae,22,140,0,1106.8,Primary Consumer,Herbivore/Detritivore,20,2,0,0,29,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/12/06,24:00:00,1:35,LTER 1 Backreef Fish Transect 3 Swath 5 m,1,BA,3,5,Acanthuridae,12,80,0,108.75,Primary Consumer,Herbivore/Detritivore,60,1,0,0,25,0,CK,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/16/06,19:25,20:15,LTER 4 Fringing Reef Fish Transect 2 Swath 5 m,4,FR,2,5,Acanthuridae,2,60,0,7.51,Primary Consumer,Herbivore/Detritivore,5,1,0,0,34,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/1/09,22:45,23:40,LTER 3 Backreef Fish Transect 2 Swath 5 m,3,BA,2,5,Acanthuridae,4,160,0,302.9,Primary Consumer,Herbivore/Detritivore,40,2,0,0.5,22.9,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/11/07,20:30,20:55,LTER 4 Backreef Fish Transect 1 Swath 5 m,4,BA,1,5,Acanthuridae,1,130,0,40.1,Primary Consumer,Herbivore/Detritivore,10,0,0,0,23,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2011,8/1/11,9:50,10:35,LTER 6 Fringing Reef Fish Transect 1 Swath 5 m,6,FR,1,5,Acanthuridae,10,100,0,179.5,Primary Consumer,Herbivore/Detritivore,10,0,0,0,6.9,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/16/06,20:45,21:25,LTER 4 Backreef Fish Transect 2 Swath 5 m,4,BA,2,5,Acanthuridae,5,130,0,200.5,Primary Consumer,Herbivore/Detritivore,5,1,0,0,30,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/3/09,19:45,20:35,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,1,110,0,24,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/16/06,19:25,20:15,LTER 4 Fringing Reef Fish Transect 2 Swath 5 m,4,FR,2,5,Acanthuridae,9,80,0,81.56,Primary Consumer,Herbivore/Detritivore,5,1,0,0,34,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2010,8/3/10,23:00,23:59,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,5,130,0,200.5,Primary Consumer,Herbivore/Detritivore,30,1,0,0,26,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/16/06,19:25,20:15,LTER 4 Fringing Reef Fish Transect 2 Swath 5 m,4,FR,2,5,Acanthuridae,2,90,0,26,Primary Consumer,Herbivore/Detritivore,5,1,0,0,34,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/2/09,23:00,23:30,LTER 5 Backreef Fish Transect 1 Swath 5 m,5,BA,1,5,Acanthuridae,1,110,0,24,Primary Consumer,Herbivore/Detritivore,25,1,0,0,29.9,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,7/27/12,23:05,23:50,LTER 3 Backreef Fish Transect 3 Swath 5 m,3,BA,3,5,Acanthuridae,2,170,0,182.4,Primary Consumer,Herbivore/Detritivore,5,1,0,0,29.7,0,JN,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/16/06,21:45,22:20,LTER 3 Backreef Fish Transect 1 Swath 5 m,3,BA,1,5,Acanthuridae,1,60,0,3.75,Primary Consumer,Herbivore/Detritivore,5,2,1,1,30,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,7/28/12,0:05,0:50,LTER 3 Fringing Reef Fish Transect 4 Swath 5 m,3,FR,4,5,Acanthuridae,2,120,0,62.8,Primary Consumer,Herbivore/Detritivore,5,1,0,0,30.5,0,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,7/27/12,23:05,23:50,LTER 3 Backreef Fish Transect 1 Swath 5 m,3,BA,1,5,Acanthuridae,5,120,0,156.9,Primary Consumer,Herbivore/Detritivore,5,1,0,0,29.7,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/11/06,19:05,20:35,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Acanthuridae,1,120,0,31.4,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,CK,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 1 Swath 5 m,3,FO,1,5,Acanthuridae,10,110,0,240.4,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/23/08,19:20,20:30,LTER 4 Forereef Fish Transect 1 Swath 5 m,4,FO,1,5,Acanthuridae,8,140,0,402.5,Primary Consumer,Herbivore/Detritivore,65,2,0,2,35,1,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/22/08,22:00,22:30,LTER 3 Backreef Fish Transect 2 Swath 5 m,3,BA,2,5,Acanthuridae,6,130,0,240.6,Primary Consumer,Herbivore/Detritivore,20,1,0,0,29,1,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,7/27/12,20:12,20:55,LTER 4 Fringing Reef Fish Transect 1 Swath 5 m,4,FR,1,5,Acanthuridae,3,50,0,6.44,Primary Consumer,Herbivore/Detritivore,8,1,0,0,33,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/12/07,20:20,21:05,LTER 6 Backreef Fish Transect 1 Swath 5 m,6,BA,1,5,Acanthuridae,4,110,0,96.1,Primary Consumer,Herbivore/Detritivore,75,1,1,0,34,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 2 Swath 5 m,3,FO,2,5,Acanthuridae,6,150,0,372.9,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/1/09,21:40,22:30,LTER 3 Fringing Reef Fish Transect 4 Swath 5 m,3,FR,4,5,Acanthuridae,5,110,0,120.2,Primary Consumer,Herbivore/Detritivore,40,1,0,0.5,28.5,0,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/2/09,20:45,21:20,LTER 6 Backreef Fish Transect 4 Swath 5 m,6,BA,4,5,Acanthuridae,1,90,0,13,Primary Consumer,Herbivore/Detritivore,25,1,0,0,26.7,0,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/11/07,23:40,24:20:00,LTER 3 Backreef Fish Transect 1 Swath 5 m,3,BA,1,5,Acanthuridae,1,120,0,31.4,Primary Consumer,Herbivore/Detritivore,35,3,1,1,22,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 2 Swath 5 m,3,FO,2,5,Acanthuridae,1,120,0,31.4,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 2 Swath 5 m,6,FO,2,5,Acanthuridae,21,60,0,78.84,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/12/06,21:00,22:05,LTER 6 Fringing Reef Fish Transect 2 Swath 5 m,6,FR,2,5,Acanthuridae,1,220,0,200.9,Primary Consumer,Herbivore/Detritivore,60,2,0,0,10,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 2 Swath 5 m,6,FO,2,5,Acanthuridae,6,70,0,36.12,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/12/06,23:00,23:50,LTER 5 Backreef Fish Transect 2 Swath 5 m,5,BA,2,5,Acanthuridae,7,90,0,90.99,Primary Consumer,Herbivore/Detritivore,45,1,0,0,32,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2011,8/1/11,12:15,12:55,LTER 5 Fringing Reef Fish Transect 3 Swath 5 m,5,FR,3,5,Acanthuridae,3,60,0,11.26,Primary Consumer,Herbivore/Detritivore,60,1,0,0,13.7,0,TA,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 1 Swath 5 m,6,FO,1,5,Acanthuridae,1,140,0,50.3,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/15/06,19:45,21:05,LTER 5 Forereef Fish Transect 3 Swath 5 m,5,FO,3,5,Acanthuridae,5,70,0,30.1,Primary Consumer,Herbivore/Detritivore,50,2,0,1,46,1,CK,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/12/06,21:00,22:05,LTER 6 Fringing Reef Fish Transect 4 Swath 5 m,6,FR,4,5,Acanthuridae,2,110,0,48.1,Primary Consumer,Herbivore/Detritivore,60,2,0,0,10,0,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/1/09,20:30,21:05,LTER 4 Backreef Fish Transect 2 Swath 5 m,4,BA,2,5,Acanthuridae,16,180,0,1738.2,Primary Consumer,Herbivore/Detritivore,5,2,0,0.5,30.5,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2011,7/29/11,12:55,13:20,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,BA,2,5,Acanthuridae,22,130,0,882.1,Primary Consumer,Herbivore/Detritivore,35,1,0,0,23.1,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/3/09,21:00,21:45,LTER 1 Backreef Fish Transect 3 Swath 5 m,1,BA,3,5,Acanthuridae,5,80,0,45.31,Primary Consumer,Herbivore/Detritivore,40,1,0,0,26.3,0.5,YR,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/15/07,21:15,22:45,LTER 1 Forereef Fish Transect 1 Swath 5 m,1,FO,1,5,Acanthuridae,31,150,0,1926.6,Primary Consumer,Herbivore/Detritivore,10,1,0,1,23,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/11/06,19:05,20:35,LTER 2 Backreef Fish Transect 2 Swath 5 m,2,BA,2,5,Acanthuridae,3,250,0,891.4,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/16/06,22:30,23:35,LTER 3 Fringing Reef Fish Transect 3 Swath 5 m,3,FR,3,5,Acanthuridae,2,150,0,124.3,Primary Consumer,Herbivore/Detritivore,5,3,1,1,34,0,CK,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2011,8/1/11,10:55,11:35,LTER 6 Backreef Fish Transect 4 Swath 5 m,6,BA,4,5,Acanthuridae,6,120,0,188.3,Primary Consumer,Herbivore/Detritivore,45,1,0,0,33.4,0,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/25/08,23:15,23:55,LTER 5 Fringing Reef Fish Transect 2 Swath 5 m,5,FR,2,5,Acanthuridae,6,130,0,240.6,Primary Consumer,Herbivore/Detritivore,15,1,0,0,12,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/25/08,23:15,23:55,LTER 5 Fringing Reef Fish Transect 2 Swath 5 m,5,FR,2,5,Acanthuridae,12,150,0,745.8,Primary Consumer,Herbivore/Detritivore,15,1,0,0,12,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,7/31/12,22:10,22:55,LTER 5 Fringing Reef Fish Transect 1 Swath 5 m,5,FR,1,5,Acanthuridae,1,100,0,18,Primary Consumer,Herbivore/Detritivore,65,2,2,0,12.8,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/22/08,19:55,20:35,LTER 4 Fringing Reef Fish Transect 2 Swath 5 m,4,FR,2,5,Acanthuridae,1,110,0,24,Primary Consumer,Herbivore/Detritivore,40,1,0,0,28,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/13/07,24:00:00,24:40:00,LTER 5 Fringing Reef Fish Transect 1 Swath 5 m,5,FR,1,5,Acanthuridae,4,100,0,71.8,Primary Consumer,Herbivore/Detritivore,80,1,1,0,9,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2010,8/2/10,22:15,22:50,LTER 5 Fringing Reef Fish Transect 1 Swath 5 m,5,FR,1,5,Acanthuridae,1,55,0,2.88,Primary Consumer,Herbivore/Detritivore,30,1,0,0,16,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/21/08,20:30,21:15,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,5,80,0,45.31,Primary Consumer,Herbivore/Detritivore,10,1,0,0,16,0,YR,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/11/07,20:30,20:55,LTER 4 Backreef Fish Transect 2 Swath 5 m,4,BA,2,5,Acanthuridae,4,150,0,248.6,Primary Consumer,Herbivore/Detritivore,10,0,0,0,23,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/14/06,19:05,20:55,LTER 2 Forereef Fish Transect 1 Swath 5 m,2,FO,1,5,Acanthuridae,15,50,0,32.22,Primary Consumer,Herbivore/Detritivore,55,0,0,1,45,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2010,8/2/10,22:15,22:50,LTER 5 Fringing Reef Fish Transect 1 Swath 5 m,5,FR,1,5,Acanthuridae,8,120,0,251,Primary Consumer,Herbivore/Detritivore,30,1,0,0,16,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/25/08,20:50,21:30,LTER 6 Backreef Fish Transect 1 Swath 5 m,6,BA,1,5,Acanthuridae,2,50,0,4.3,Primary Consumer,Herbivore/Detritivore,25,1,0,0,24,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/16/06,21:45,22:20,LTER 3 Backreef Fish Transect 2 Swath 5 m,3,BA,2,5,Acanthuridae,1,100,0,18,Primary Consumer,Herbivore/Detritivore,5,2,1,1,30,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,7/29/12,19:10,20:20,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,12,130,0,481.1,Primary Consumer,Herbivore/Detritivore,15,2,1,1,47.2,0.5,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,7/29/12,19:10,20:20,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,2,150,0,124.3,Primary Consumer,Herbivore/Detritivore,15,2,1,1,47.2,0.5,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,8/1/12,21:40,22:20,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,BA,1,5,Acanthuridae,9,100,0,161.6,Primary Consumer,Herbivore/Detritivore,35,1,1,0,20.7,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/13/06,19:40,21:05,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,1,40,0,1.08,Primary Consumer,Herbivore/Detritivore,40,1,0,1,32,1,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/14/06,19:05,20:55,LTER 2 Forereef Fish Transect 1 Swath 5 m,2,FO,1,5,Acanthuridae,16,70,0,96.32,Primary Consumer,Herbivore/Detritivore,55,0,0,1,45,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/25/08,20:50,21:30,LTER 6 Backreef Fish Transect 1 Swath 5 m,6,BA,1,5,Acanthuridae,1,160,0,75.7,Primary Consumer,Herbivore/Detritivore,25,1,0,0,24,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/12/06,1:20,2:15,LTER 1 Fringing Reef Fish Transect 3 Swath 5 m,1,FR,3,5,Acanthuridae,11,110,0,264.4,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,CK,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/13/06,19:40,21:05,LTER 4 Forereef Fish Transect 1 Swath 5 m,4,FO,1,5,Acanthuridae,1,85,0,10.91,Primary Consumer,Herbivore/Detritivore,40,1,0,1,32,1,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2011,7/29/11,13:50,14:40,LTER 1 Fringing Reef Fish Transect 4 Swath 5 m,1,FR,4,5,Acanthuridae,4,100,0,71.8,Primary Consumer,Herbivore/Detritivore,70,1,0,0,27.3,0,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,7/27/12,20:12,20:55,LTER 4 Fringing Reef Fish Transect 3 Swath 5 m,4,FR,3,5,Acanthuridae,2,150,0,124.3,Primary Consumer,Herbivore/Detritivore,8,1,0,0,33,0,JN,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/21/08,24:25:00,1:15,LTER 1 Fringing Reef Fish Transect 3 Swath 5 m,1,FR,3,5,Acanthuridae,7,80,0,63.44,Primary Consumer,Herbivore/Detritivore,25,2,0,0,13,0,YR,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 4 Swath 5 m,6,FO,4,5,Acanthuridae,10,70,0,60.2,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,3,180,0,325.9,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 4 Swath 5 m,6,FO,4,5,Acanthuridae,1,60,0,3.75,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/15/06,19:45,21:05,LTER 5 Forereef Fish Transect 2 Swath 5 m,5,FO,2,5,Acanthuridae,3,140,0,150.9,Primary Consumer,Herbivore/Detritivore,50,2,0,1,46,1,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/12/06,24:00:00,1:35,LTER 1 Backreef Fish Transect 4 Swath 5 m,1,BA,4,5,Acanthuridae,2,150,0,124.3,Primary Consumer,Herbivore/Detritivore,60,1,0,0,25,0,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/2/09,23:00,23:30,LTER 5 Backreef Fish Transect 2 Swath 5 m,5,BA,2,5,Acanthuridae,4,160,0,302.9,Primary Consumer,Herbivore/Detritivore,25,1,0,0,29.9,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2009,8/2/09,23:00,23:30,LTER 5 Backreef Fish Transect 2 Swath 5 m,5,BA,2,5,Acanthuridae,5,170,0,455.9,Primary Consumer,Herbivore/Detritivore,25,1,0,0,29.9,0,AB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2011,8/4/11,10:00,10:50,LTER 2 Fringing Reef Fish Transect 4 Swath 5 m,2,FR,4,5,Acanthuridae,9,100,0,161.6,Primary Consumer,Herbivore/Detritivore,90,3,1,0,15,0,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/12/06,24:10:00,1:00,LTER 5 Fringing Reef Fish Transect 3 Swath 5 m,5,FR,3,5,Acanthuridae,1,130,0,40.1,Primary Consumer,Herbivore/Detritivore,99,0,0,1,12,0,CK,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/12/06,24:00:00,1:35,LTER 1 Backreef Fish Transect 1 Swath 5 m,1,BA,1,5,Acanthuridae,8,75,0,59.49,Primary Consumer,Herbivore/Detritivore,60,1,0,0,25,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2006,7/13/06,21:40,23:25,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,7,110,0,168.2,Primary Consumer,Herbivore/Detritivore,40,1,0,1,34,1,CK,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2012,8/1/12,22:45,23:40,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,7,150,0,435,Primary Consumer,Herbivore/Detritivore,25,0,0,0,21.7,0,GB,Acanthuridae,Herbivore/Detritivore,Detritivore
Ctenochaetus striatus,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,3,110,0,72.1,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,KS,Acanthuridae,Herbivore/Detritivore,Detritivore
